report_id,report_slug,report_title,report_data,parameters,generated_at,valid_until
382,vn-books-stationery-price-analysis-monthly-409,越南图书文具价格趋势分析,"{
  ""summary"": ""根据最新数据分析，VietnamBooks & Stationery市场在monthly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""price_range"": {
    ""low"": 125,
    ""median"": 1898,
    ""high"": 7002
  },
  ""price_trend"": ""波动"",
  ""discount_frequency"": 26.4,
  ""competitive_pricing"": [
    ""差异化"",
    ""会员优惠""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 131060
}","{""country_id"": 3, ""category_id"": 10, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-04-26 17:30:37,2024-05-25 17:30:37
155,ph-sports-outdoors-competitive-analysis-daily-512,菲律宾运动户外主要玩家分析,"{
  ""summary"": ""根据最新数据分析，PhilippinesSports & Outdoors市场在daily期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""market_share"": {
    ""Amazon"": 28.1,
    ""Tokopedia"": 40.0,
    ""Local Platforms"": 43.9,
    ""Lazada"": 17.9,
    ""Tiki"": 13.1
  },
  ""competitive_advantage"": [
    ""用户基数"",
    ""品牌合作"",
    ""物流网络""
  ],
  ""key_players"": [
    ""公司E"",
    ""公司C"",
    ""公司D"",
    ""公司B"",
    ""公司A""
  ],
  ""competitive_intensity"": ""中"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 904636
}","{""country_id"": 6, ""category_id"": 6, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2024-04-27 14:29:30,2024-05-03 14:29:30
370,my-automotive-trend-forecast-quarterly-709,季报马来西亚消费趋势预测,"{
  ""summary"": ""根据最新数据分析，MalaysiaAutomotive市场在quarterly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 24.6,
  ""key_drivers"": [
    ""技术创新"",
    ""数字化"",
    ""政策支持""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物"",
    ""跨境电商""
  ],
  ""risk_factors"": [
    ""经济波动""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 53439
}","{""country_id"": 4, ""category_id"": 7, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-04-27 15:07:50,2024-05-26 15:07:50
221,sg-health-wellness-competitive-analysis-monthly-904,新加坡健康保健竞争格局分析,"{
  ""summary"": ""根据最新数据分析，SingaporeHealth & Wellness市场在monthly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""market_share"": {
    ""Tiki"": 36.4,
    ""Shopee"": 39.3,
    ""Local Platforms"": 16.0,
    ""Amazon"": 31.7,
    ""Tokopedia"": 13.6
  },
  ""competitive_advantage"": [
    ""价格优势"",
    ""物流网络"",
    ""品牌合作""
  ],
  ""key_players"": [
    ""公司B"",
    ""公司C"",
    ""公司D""
  ],
  ""competitive_intensity"": ""中"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 708876
}","{""country_id"": 5, ""category_id"": 8, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-04-28 08:32:19,2024-05-27 08:32:19
445,kh-health-wellness-price-analysis-yearly-700,柬埔寨主要品类价格监控报告,"{
  ""summary"": ""根据最新数据分析，CambodiaHealth & Wellness市场在yearly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""price_range"": {
    ""low"": 418,
    ""median"": 1496,
    ""high"": 3637
  },
  ""price_trend"": ""下降"",
  ""discount_frequency"": 37.7,
  ""competitive_pricing"": [
    ""会员优惠"",
    ""捆绑销售""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 971332
}","{""country_id"": 7, ""category_id"": 8, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-05-06 16:34:09,2024-05-14 16:34:09
15,th-food-beverages-consumer-insights-daily-286,食品饮料消费者洞察报告日报,"{
  ""summary"": ""根据最新数据分析，ThailandFood & Beverages市场在daily期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""average_order_value"": 849,
  ""purchase_frequency"": 7.8,
  ""top_preferences"": [
    ""品牌忠诚"",
    ""品质优先"",
    ""价格敏感""
  ],
  ""demographics"": {
    ""age_groups"": [
      ""18-25"",
      ""26-35""
    ],
    ""gender_ratio"": {
      ""male"": 35,
      ""female"": 40
    },
    ""urban_rural"": ""城乡均衡""
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 279155
}","{""country_id"": 2, ""category_id"": 5, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2024-05-10 10:31:58,2024-05-19 10:31:58
483,bn-automotive-competitive-analysis-daily-153,文莱汽车用品竞争格局分析,"{
  ""summary"": ""根据最新数据分析，BruneiAutomotive市场在daily期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""market_share"": {
    ""Local Platforms"": 42.8,
    ""Lazada"": 16.2,
    ""Amazon"": 22.7
  },
  ""competitive_advantage"": [
    ""价格优势"",
    ""用户基数"",
    ""品牌合作""
  ],
  ""key_players"": [
    ""公司B"",
    ""公司A"",
    ""公司E"",
    ""公司D"",
    ""公司C""
  ],
  ""competitive_intensity"": ""低"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 356229
}","{""country_id"": 10, ""category_id"": 7, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-05-11 02:38:52,2024-05-16 02:38:52
491,th-food-beverages-trend-forecast-weekly-737,泰国食品饮料周报趋势预测报告,"{
  ""summary"": ""根据最新数据分析，ThailandFood & Beverages市场在weekly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 13.3,
  ""key_drivers"": [
    ""技术创新"",
    ""消费升级"",
    ""数字化""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物""
  ],
  ""risk_factors"": [
    ""经济波动"",
    ""政策变化"",
    ""竞争加剧""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 656491
}","{""country_id"": 2, ""category_id"": 5, ""start_date"": ""2026-01-03"", ""end_date"": ""2026-01-10"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-05-13 12:30:21,2024-05-26 12:30:21
48,th-electronics-trend-forecast-daily-483,日报泰国消费趋势预测,"{
  ""summary"": ""根据最新数据分析，ThailandElectronics市场在daily期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 16.7,
  ""key_drivers"": [
    ""政策支持"",
    ""数字化"",
    ""技术创新""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物""
  ],
  ""risk_factors"": [
    ""经济波动"",
    ""政策变化"",
    ""竞争加剧""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 726987
}","{""country_id"": 2, ""category_id"": 3, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-05-15 11:17:40,2024-06-16 11:17:40
118,my-automotive-platform-performance-monthly-521,马来西亚平台市场份额分析,"{
  ""summary"": ""根据最新数据分析，MalaysiaAutomotive市场在monthly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""key_metrics"": {
    ""用户数"": 45.6,
    ""客单价"": 3134,
    ""转化率"": 42.4,
    ""订单量"": 31.2,
    ""GMV"": 26.0
  },
  ""growth_comparison"": -5.8,
  ""user_engagement"": {
    ""daily_active_users"": 983744,
    ""session_duration"": 30,
    ""retention_rate"": 26.5
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 948405
}","{""country_id"": 4, ""category_id"": 7, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-05-16 09:07:03,2024-05-31 09:07:03
91,la-toys-games-market-analysis-yearly-831,老挝玩具游戏市场洞察报告,"{
  ""summary"": ""根据最新数据分析，LaosToys & Games市场在yearly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""market_size"": 681133550,
  ""growth_rate"": 19.1,
  ""top_brands"": [
    ""品牌A"",
    ""品牌C"",
    ""品牌B""
  ],
  ""market_trends"": [
    ""社交媒体影响"",
    ""直播带货"",
    ""线上购物增长""
  ],
  ""consumer_segments"": [
    ""年轻消费者"",
    ""中产阶级""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 817481
}","{""country_id"": 8, ""category_id"": 9, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-05-18 09:54:08,2024-06-01 09:54:08
465,kh-sports-outdoors-consumer-insights-yearly-223,柬埔寨运动户外消费者行为分析,"{
  ""summary"": ""根据最新数据分析，CambodiaSports & Outdoors市场在yearly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""average_order_value"": 457,
  ""purchase_frequency"": 6.7,
  ""top_preferences"": [
    ""价格敏感"",
    ""品质优先"",
    ""便捷性""
  ],
  ""demographics"": {
    ""age_groups"": [
      ""18-25"",
      ""26-35"",
      ""36-45"",
      ""46+""
    ],
    ""gender_ratio"": {
      ""male"": 49,
      ""female"": 55
    },
    ""urban_rural"": ""城乡均衡""
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 114754
}","{""country_id"": 7, ""category_id"": 6, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2024-05-21 11:07:54,2024-06-19 11:07:54
435,la-sports-outdoors-logistics-report-quarterly-898,老挝物流成本分析报告,"{
  ""summary"": ""根据最新数据分析，LaosSports & Outdoors市场在quarterly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""average_delivery_time"": 4,
  ""delivery_success_rate"": 85.2,
  ""logistics_cost"": 11.3,
  ""top_providers"": [
    ""J&T"",
    ""Kerry"",
    ""Local Courier""
  ],
  ""challenges"": [
    ""最后一公里"",
    ""跨境清关"",
    ""时效性""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 4128
}","{""country_id"": 8, ""category_id"": 6, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-05-24 10:37:44,2024-06-08 10:37:44
214,sg-food-beverages-price-analysis-yearly-977,年报食品饮料价格竞争分析,"{
  ""summary"": ""根据最新数据分析，SingaporeFood & Beverages市场在yearly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""price_range"": {
    ""low"": 342,
    ""median"": 1992,
    ""high"": 7793
  },
  ""price_trend"": ""上涨"",
  ""discount_frequency"": 35.1,
  ""competitive_pricing"": [
    ""差异化"",
    ""会员优惠""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 605655
}","{""country_id"": 5, ""category_id"": 5, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2024-05-26 17:57:59,2024-06-25 17:57:59
334,th-electronics-consumer-insights-yearly-218,泰国消费者偏好研究报告,"{
  ""summary"": ""根据最新数据分析，ThailandElectronics市场在yearly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""average_order_value"": 741,
  ""purchase_frequency"": 9.4,
  ""top_preferences"": [
    ""品牌忠诚"",
    ""便捷性"",
    ""品质优先""
  ],
  ""demographics"": {
    ""age_groups"": [
      ""18-25"",
      ""26-35"",
      ""36-45"",
      ""46+""
    ],
    ""gender_ratio"": {
      ""male"": 36,
      ""female"": 53
    },
    ""urban_rural"": ""城乡均衡""
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 771727
}","{""country_id"": 2, ""category_id"": 3, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2024-05-27 10:11:04,2024-06-28 10:11:04
106,vn-books-stationery-market-analysis-weekly-717,越南图书文具市场周报分析报告,"{
  ""summary"": ""根据最新数据分析，VietnamBooks & Stationery市场在weekly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""market_size"": 914955584,
  ""growth_rate"": 22.6,
  ""top_brands"": [
    ""品牌A"",
    ""品牌B"",
    ""品牌C""
  ],
  ""market_trends"": [
    ""线上购物增长"",
    ""快速配送"",
    ""直播带货""
  ],
  ""consumer_segments"": [
    ""年轻消费者"",
    ""中产阶级""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 12173
}","{""country_id"": 3, ""category_id"": 10, ""start_date"": ""2026-01-03"", ""end_date"": ""2026-01-10"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-01 01:07:47,2024-06-10 01:07:47
60,ph-all-platform-performance-monthly-179,月报菲律宾主要电商平台对比,"{
  ""summary"": ""根据最新数据分析，PhilippinesGeneral市场在monthly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""key_metrics"": {
    ""转化率"": 11.7,
    ""GMV"": 45.1,
    ""订单量"": 45.4
  },
  ""growth_comparison"": 29.4,
  ""user_engagement"": {
    ""daily_active_users"": 600644,
    ""session_duration"": 15,
    ""retention_rate"": 53.5
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 93989
}","{""country_id"": 6, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2024-06-06 11:53:24,2024-07-05 11:53:24
331,bn-health-wellness-price-analysis-daily-423,文莱主要品类价格监控报告,"{
  ""summary"": ""根据最新数据分析，BruneiHealth & Wellness市场在daily期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""price_range"": {
    ""low"": 324,
    ""median"": 1248,
    ""high"": 4921
  },
  ""price_trend"": ""稳定"",
  ""discount_frequency"": 17.4,
  ""competitive_pricing"": [
    ""捆绑销售"",
    ""价格战""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 477687
}","{""country_id"": 10, ""category_id"": 8, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-07 17:47:56,2024-06-14 17:47:56
472,ph-fashion-logistics-report-monthly-580,月报菲律宾物流表现分析,"{
  ""summary"": ""根据最新数据分析，PhilippinesFashion市场在monthly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""average_delivery_time"": 5,
  ""delivery_success_rate"": 85.0,
  ""logistics_cost"": 7.7,
  ""top_providers"": [
    ""Local Courier"",
    ""Kerry"",
    ""FedEx""
  ],
  ""challenges"": [
    ""时效性"",
    ""最后一公里"",
    ""成本控制""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 598839
}","{""country_id"": 6, ""category_id"": 2, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-06-10 08:17:01,2024-07-11 08:17:01
267,sg-health-wellness-platform-performance-quarterly-885,季报新加坡主要电商平台对比,"{
  ""summary"": ""根据最新数据分析，SingaporeHealth & Wellness市场在quarterly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""key_metrics"": {
    ""订单量"": 29.0,
    ""用户数"": 28.1,
    ""转化率"": 20.3
  },
  ""growth_comparison"": 26.1,
  ""user_engagement"": {
    ""daily_active_users"": 450314,
    ""session_duration"": 19,
    ""retention_rate"": 21.1
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 137123
}","{""country_id"": 5, ""category_id"": 8, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-10 17:13:48,2024-06-16 17:13:48
85,th-food-beverages-platform-performance-weekly-491,周报泰国主要电商平台对比,"{
  ""summary"": ""根据最新数据分析，ThailandFood & Beverages市场在weekly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""key_metrics"": {
    ""GMV"": 45.8,
    ""转化率"": 47.5,
    ""客单价"": 3581
  },
  ""growth_comparison"": 36.7,
  ""user_engagement"": {
    ""daily_active_users"": 957287,
    ""session_duration"": 23,
    ""retention_rate"": 50.4
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 643874
}","{""country_id"": 2, ""category_id"": 5, ""start_date"": ""2026-01-03"", ""end_date"": ""2026-01-10"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-06-11 16:27:20,2024-07-11 16:27:20
324,kh-electronics-competitive-analysis-weekly-963,柬埔寨电商平台竞争分析报告,"{
  ""summary"": ""根据最新数据分析，CambodiaElectronics市场在weekly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""market_share"": {
    ""Amazon"": 9.9,
    ""Tokopedia"": 22.2,
    ""Local Platforms"": 5.3,
    ""Tiki"": 34.9,
    ""Lazada"": 32.3
  },
  ""competitive_advantage"": [
    ""价格优势"",
    ""用户基数"",
    ""物流网络""
  ],
  ""key_players"": [
    ""公司B"",
    ""公司D"",
    ""公司A""
  ],
  ""competitive_intensity"": ""高"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 283464
}","{""country_id"": 7, ""category_id"": 3, ""start_date"": ""2026-01-03"", ""end_date"": ""2026-01-10"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-13 10:53:35,2024-06-28 10:53:35
72,th-electronics-consumer-insights-quarterly-933,泰国电子产品消费者行为分析,"{
  ""summary"": ""根据最新数据分析，ThailandElectronics市场在quarterly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""average_order_value"": 816,
  ""purchase_frequency"": 6.2,
  ""top_preferences"": [
    ""价格敏感"",
    ""品牌忠诚"",
    ""品质优先""
  ],
  ""demographics"": {
    ""age_groups"": [
      ""18-25"",
      ""26-35""
    ],
    ""gender_ratio"": {
      ""male"": 32,
      ""female"": 67
    },
    ""urban_rural"": ""城乡均衡""
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 543656
}","{""country_id"": 2, ""category_id"": 3, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-06-13 14:59:22,2024-07-14 14:59:22
148,la-automotive-trend-forecast-monthly-472,老挝汽车用品市场未来展望,"{
  ""summary"": ""根据最新数据分析，LaosAutomotive市场在monthly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 20.3,
  ""key_drivers"": [
    ""消费升级"",
    ""政策支持"",
    ""技术创新""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物"",
    ""跨境电商"",
    ""订阅服务""
  ],
  ""risk_factors"": [
    ""经济波动"",
    ""政策变化""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 601387
}","{""country_id"": 8, ""category_id"": 7, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2024-06-14 10:43:35,2024-06-28 10:43:35
397,my-toys-games-market-analysis-monthly-679,马来西亚玩具游戏市场洞察报告,"{
  ""summary"": ""根据最新数据分析，MalaysiaToys & Games市场在monthly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""market_size"": 677732918,
  ""growth_rate"": 8.4,
  ""top_brands"": [
    ""品牌B"",
    ""品牌A"",
    ""品牌C""
  ],
  ""market_trends"": [
    ""社交媒体影响"",
    ""线上购物增长"",
    ""便捷支付""
  ],
  ""consumer_segments"": [
    ""年轻消费者"",
    ""中产阶级"",
    ""城市居民"",
    ""跨境消费者""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 459187
}","{""country_id"": 4, ""category_id"": 9, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-14 15:59:03,2024-07-16 15:59:03
120,bn-sports-outdoors-competitive-analysis-monthly-397,文莱运动户外主要玩家分析,"{
  ""summary"": ""根据最新数据分析，BruneiSports & Outdoors市场在monthly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""market_share"": {
    ""Shopee"": 40.1,
    ""Lazada"": 31.2,
    ""Tiki"": 12.7,
    ""Tokopedia"": 42.2
  },
  ""competitive_advantage"": [
    ""物流网络"",
    ""价格优势"",
    ""用户基数""
  ],
  ""key_players"": [
    ""公司E"",
    ""公司C"",
    ""公司A"",
    ""公司B"",
    ""公司D""
  ],
  ""competitive_intensity"": ""中"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 857304
}","{""country_id"": 10, ""category_id"": 6, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-14 16:15:35,2024-07-13 16:15:35
153,la-sports-outdoors-consumer-insights-monthly-250,老挝消费者偏好研究报告,"{
  ""summary"": ""根据最新数据分析，LaosSports & Outdoors市场在monthly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""average_order_value"": 924,
  ""purchase_frequency"": 9.3,
  ""top_preferences"": [
    ""便捷性"",
    ""价格敏感"",
    ""品牌忠诚""
  ],
  ""demographics"": {
    ""age_groups"": [
      ""18-25"",
      ""26-35"",
      ""36-45""
    ],
    ""gender_ratio"": {
      ""male"": 39,
      ""female"": 60
    },
    ""urban_rural"": ""城市为主""
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 233126
}","{""country_id"": 8, ""category_id"": 6, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-15 04:17:26,2024-06-17 04:17:26
256,sg-books-stationery-platform-performance-weekly-465,周报新加坡主要电商平台对比,"{
  ""summary"": ""根据最新数据分析，SingaporeBooks & Stationery市场在weekly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""key_metrics"": {
    ""客单价"": 1236,
    ""GMV"": 21.5,
    ""订单量"": 45.0,
    ""转化率"": 38.7
  },
  ""growth_comparison"": 32.2,
  ""user_engagement"": {
    ""daily_active_users"": 441900,
    ""session_duration"": 22,
    ""retention_rate"": 49.7
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 730170
}","{""country_id"": 5, ""category_id"": 10, ""start_date"": ""2026-01-03"", ""end_date"": ""2026-01-10"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-17 05:47:56,2024-06-22 05:47:56
362,sg-sports-outdoors-competitive-analysis-monthly-674,新加坡运动户外主要玩家分析,"{
  ""summary"": ""根据最新数据分析，SingaporeSports & Outdoors市场在monthly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""market_share"": {
    ""Tiki"": 28.9,
    ""Local Platforms"": 27.1,
    ""Shopee"": 6.5,
    ""Lazada"": 14.1,
    ""Tokopedia"": 37.7
  },
  ""competitive_advantage"": [
    ""品牌合作"",
    ""物流网络"",
    ""价格优势""
  ],
  ""key_players"": [
    ""公司A"",
    ""公司D"",
    ""公司E"",
    ""公司B"",
    ""公司C""
  ],
  ""competitive_intensity"": ""低"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 105040
}","{""country_id"": 5, ""category_id"": 6, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-06-21 14:27:38,2024-07-04 14:27:38
395,my-beauty-cosmetics-platform-performance-monthly-664,马来西亚平台市场份额分析,"{
  ""summary"": ""根据最新数据分析，MalaysiaBeauty & Cosmetics市场在monthly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""key_metrics"": {
    ""GMV"": 42.1,
    ""用户数"": 11.7,
    ""客单价"": 4255,
    ""转化率"": 38.3,
    ""订单量"": 49.0
  },
  ""growth_comparison"": -7.0,
  ""user_engagement"": {
    ""daily_active_users"": 102610,
    ""session_duration"": 11,
    ""retention_rate"": 44.7
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 428370
}","{""country_id"": 4, ""category_id"": 1, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-22 13:24:36,2024-07-08 13:24:36
426,th-books-stationery-consumer-insights-quarterly-113,泰国图书文具消费者行为分析,"{
  ""summary"": ""根据最新数据分析，ThailandBooks & Stationery市场在quarterly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""average_order_value"": 114,
  ""purchase_frequency"": 1.0,
  ""top_preferences"": [
    ""品牌忠诚"",
    ""便捷性"",
    ""品质优先""
  ],
  ""demographics"": {
    ""age_groups"": [
      ""18-25"",
      ""26-35"",
      ""36-45"",
      ""46+""
    ],
    ""gender_ratio"": {
      ""male"": 43,
      ""female"": 47
    },
    ""urban_rural"": ""乡村增长""
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 425850
}","{""country_id"": 2, ""category_id"": 10, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2024-06-28 04:31:21,2024-07-02 04:31:21
