indicator_id,country_id,year,quarter,indicator_type,indicator_value,unit,data_source,last_updated
796,6,2024,4,gdp_growth,6.8,percent,ADB,2025-02-12
797,8,2023,1,unemployment,5.6,percent,World Bank,2023-05-18
798,10,2022,2,fdi_inflow,1100000000.0,USD,OECD,2022-09-05
799,3,2025,1,import_growth,-7.0,percent,World Bank,2025-06-11
800,10,2025,,gdp_growth,5.2,percent,IMF,2026-04-28
801,10,2023,3,gdp_growth,3.9,percent,World Bank,2023-11-05
802,6,2024,2,export_growth,12.2,percent,WTO,2024-07-26
803,8,2023,4,gdp_growth,3.2,percent,ADB,2024-02-11
804,1,2008,,gdp_per_capita,2237,USD,World Bank,2009-05-08
805,3,2022,2,import_growth,-8.2,percent,World Bank,2022-08-31
806,10,2020,2,unemployment,3.1,percent,ILO,2020-08-26
807,2,2023,,internet_penetration,112.0,percent,Internet World Stats,2024-06-11
808,6,2008,,population,90000000.0,people,UN Population Division,2009-05-10
809,9,2020,3,unemployment,3.2,percent,World Bank,2020-12-01
810,8,2023,1,retail_sales_growth,7.7,percent,National Statistics,2023-04-21
811,8,2025,,ecommerce_gmv,378700000.0,USD,Statista,2026-05-24
812,2,2015,,gdp_per_capita,4961,USD,World Bank,2016-04-21
813,10,2025,,gdp_per_capita,62845,USD,ADB,2026-04-11
814,5,2023,3,consumer_confidence,88,index,National Statistics,2023-11-06
815,10,2024,3,unemployment,1.9,percent,ILO,2024-12-04
816,3,2013,,gdp,122000000000.0,USD,World Bank,2014-04-27
817,4,2024,,gdp_growth,9.4,percent,World Bank,2025-04-18
818,1,2022,1,gdp_growth,7.6,percent,IMF,2022-06-12
819,4,2022,4,retail_sales_growth,8.0,percent,National Statistics,2023-01-22
820,6,2024,1,gdp_growth,4.1,percent,ADB,2024-05-13
821,4,2016,,gdp,313500000000.0,USD,National Statistics,2017-04-05
822,7,2016,,gdp,13300000000.0,USD,World Bank,2017-05-07
823,4,2022,,gdp_per_capita,13251,USD,IMF,2023-06-28
824,2,2023,,gdp,470900000000.0,USD,National Statistics,2024-04-28
825,4,2025,4,consumer_confidence,77,index,Nielsen,2026-01-20
826,4,2020,1,import_growth,5.0,percent,WTO,2020-06-11
827,9,2024,,gdp_per_capita,1208,USD,ADB,2025-04-07
828,1,2019,,internet_penetration,23.8,percent,Internet World Stats,2020-04-25
829,6,2010,,internet_penetration,23.6,percent,WeAreSocial,2011-05-05
830,6,2023,1,gdp_growth,5.3,percent,IMF,2023-05-23
831,10,2021,1,retail_sales_growth,3.3,percent,Euromonitor,2021-05-07
832,2,2023,3,gdp_growth,7.4,percent,ADB,2023-12-04
833,6,2009,,population,91300000.0,people,World Bank,2010-04-14
834,8,2020,4,inflation,3.5,percent,World Bank,2021-01-19
835,7,2014,,gdp,13100000000.0,USD,ADB,2015-05-10
836,10,2023,3,unemployment,3.2,percent,National Statistics,2023-11-19
837,10,2024,,gdp_per_capita,85713,USD,ADB,2025-05-05
838,2,2012,,gdp_growth,5.1,percent,ADB,2013-05-08
839,3,2010,,ecommerce_gmv,451100000.0,USD,e-Conomy SEA,2011-05-17
840,9,2021,,gdp_growth,6.7,percent,ADB,2022-06-02
841,2,2025,3,inflation,3.9,percent,IMF,2025-11-11
842,7,2025,3,gdp_growth,6.9,percent,World Bank,2025-10-28
843,1,2023,1,retail_sales_growth,7.3,percent,Euromonitor,2023-04-24
844,8,2008,,gdp_per_capita,871,USD,IMF,2009-06-12
845,6,2021,2,inflation,1.9,percent,IMF,2021-08-18
846,7,2022,1,retail_sales_growth,9.2,percent,Euromonitor,2022-06-02
847,2,2010,,ecommerce_gmv,1400000000.0,USD,Google-Temasek,2011-04-06
848,2,2020,4,export_growth,0.1,percent,UNCTAD,2021-01-31
849,6,2022,2,import_growth,16.1,percent,UNCTAD,2022-07-24
850,9,2020,2,import_growth,11.3,percent,World Bank,2020-07-29
851,5,2024,,population,6900000.0,people,World Bank,2025-06-19
852,4,2011,,gdp_per_capita,8915,USD,ADB,2012-05-19
853,9,2024,,internet_penetration,6.4,percent,ITU,2025-06-16
854,9,2009,,population,50900000.0,people,UN Population Division,2010-06-04
855,4,2022,2,fdi_inflow,17500000000.0,USD,UNCTAD,2022-07-18
856,5,2025,2,unemployment,7.0,percent,ILO,2025-07-31
857,8,2023,3,consumer_confidence,121,index,Mastercard,2023-11-11
858,2,2022,,internet_penetration,48.8,percent,Internet World Stats,2023-05-30
859,2,2020,3,consumer_confidence,72,index,Conference Board,2020-12-07
860,10,2012,,gdp,15900000000.0,USD,IMF,2013-06-12
861,10,2023,3,inflation,2.2,percent,National Bank,2023-10-19
862,4,2025,2,consumer_confidence,87,index,National Statistics,2025-08-19
863,1,2023,2,inflation,2.0,percent,World Bank,2023-08-18
864,8,2024,3,fdi_inflow,291500000.0,USD,World Bank,2024-11-15
865,4,2012,,internet_penetration,67.9,percent,GSMA,2013-04-18
866,5,2020,,gdp,350300000000.0,USD,ADB,2021-04-26
867,8,2023,2,inflation,3.0,percent,National Bank,2023-09-11
868,3,2021,,gdp_growth,6.7,percent,ADB,2022-05-18
869,8,2021,4,inflation,2.7,percent,World Bank,2022-02-14
870,9,2025,2,gdp_growth,9.5,percent,World Bank,2025-07-22
871,7,2009,,gdp_per_capita,757,USD,IMF,2010-06-02
872,3,2010,,population,88000000.0,people,National Statistical Office,2011-06-04
873,8,2020,,population,7900000.0,people,UN Population Division,2021-05-31
874,9,2016,,gdp_per_capita,910,USD,World Bank,2017-05-12
875,1,2024,1,consumer_confidence,128,index,National Statistics,2024-06-04
876,10,2022,,internet_penetration,205.8,percent,WeAreSocial,2023-05-10
877,3,2019,,gdp,161300000000.0,USD,World Bank,2020-04-04
878,9,2020,3,export_growth,10.5,percent,World Bank,2020-12-04
879,5,2022,1,import_growth,11.3,percent,WTO,2022-05-15
880,1,2010,,gdp_per_capita,2384,USD,World Bank,2011-04-24
881,7,2015,,ecommerce_gmv,33100000.0,USD,Statista,2016-05-25
882,1,2024,,gdp_per_capita,5573,USD,IMF,2025-05-27
883,2,2022,,ecommerce_gmv,13900000000.0,USD,Statista,2023-05-01
884,8,2012,,gdp,6500000000.0,USD,ADB,2013-05-16
885,9,2025,4,unemployment,6.1,percent,ILO,2026-02-25
886,7,2020,1,export_growth,3.9,percent,WTO,2020-04-30
887,3,2024,1,consumer_confidence,84,index,Conference Board,2024-05-30
888,5,2024,,gdp_growth,5.5,percent,ADB,2025-04-23
889,10,2008,,ecommerce_gmv,30000000.0,USD,Google-Temasek,2009-06-07
890,10,2022,4,gdp_growth,6.7,percent,IMF,2023-02-10
891,1,2024,2,unemployment,6.5,percent,ILO,2024-09-02
892,1,2008,,gdp,510000000000.0,USD,World Bank,2009-03-31
893,10,2023,,ecommerce_gmv,542200000.0,USD,Bain & Company,2024-06-24
894,2,2020,1,export_growth,-3.2,percent,WTO,2020-04-20
895,4,2024,2,retail_sales_growth,15.7,percent,ASEANstats,2024-07-24
896,8,2025,,gdp_growth,5.1,percent,World Bank,2026-05-05
897,2,2017,,gdp_per_capita,6316,USD,IMF,2018-04-06
898,2,2024,2,export_growth,-6.5,percent,WTO,2024-08-12
899,9,2009,,ecommerce_gmv,2300000.0,USD,e-Conomy SEA,2010-04-22
900,10,2021,2,import_growth,7.7,percent,UNCTAD,2021-09-05
901,10,2013,,gdp,18400000000.0,USD,ADB,2014-06-27
902,3,2021,,population,105900000.0,people,World Bank,2022-04-11
903,7,2022,2,export_growth,-7.9,percent,UNCTAD,2022-09-13
904,3,2021,1,retail_sales_growth,1.9,percent,National Statistics,2021-05-14
905,4,2024,4,consumer_confidence,132,index,Nielsen,2025-02-14
906,9,2019,,gdp_growth,6.4,percent,ADB,2020-05-05
907,2,2017,,ecommerce_gmv,4400000000.0,USD,Bain & Company,2018-06-05
908,9,2025,,gdp_per_capita,1125,USD,World Bank,2026-04-08
909,7,2009,,ecommerce_gmv,13100000.0,USD,Statista,2010-04-11
910,1,2020,,internet_penetration,20.7,percent,GSMA,2021-05-02
911,1,2023,3,fdi_inflow,41500000000.0,USD,OECD,2023-10-21
912,5,2021,,gdp_growth,7.2,percent,IMF,2022-04-04
913,3,2024,,gdp_growth,5.8,percent,IMF,2025-05-21
914,6,2023,4,gdp_growth,6.5,percent,ADB,2024-02-29
915,7,2025,1,consumer_confidence,151,index,Mastercard,2025-05-19
916,9,2011,,ecommerce_gmv,3600000.0,USD,Bain & Company,2012-05-26
917,9,2020,4,gdp_growth,6.4,percent,IMF,2021-01-28
918,7,2021,3,fdi_inflow,378200000.0,USD,World Bank,2021-11-19
919,1,2023,3,retail_sales_growth,5.3,percent,Statista,2023-11-04
920,1,2024,3,export_growth,13.7,percent,WTO,2024-12-01
921,10,2021,,gdp_growth,8.1,percent,ADB,2022-06-26
922,1,2020,4,inflation,3.7,percent,World Bank,2021-01-16
923,8,2012,,ecommerce_gmv,8700000.0,USD,Bain & Company,2013-06-19
924,7,2011,,ecommerce_gmv,18600000.0,USD,e-Conomy SEA,2012-06-16
925,2,2014,,gdp_growth,4.8,percent,IMF,2015-04-23
926,6,2023,,gdp_per_capita,2703,USD,ADB,2024-04-15
927,2,2010,,gdp_growth,4.7,percent,ADB,2011-04-17
928,8,2019,,internet_penetration,5.6,percent,Internet World Stats,2020-03-30
929,3,2020,,internet_penetration,56.0,percent,Internet World Stats,2021-04-09
930,7,2019,,internet_penetration,2.2,percent,GSMA,2020-06-07
931,6,2020,,population,106800000.0,people,UN Population Division,2021-04-25
932,3,2025,3,fdi_inflow,9700000000.0,USD,OECD,2025-10-16
933,7,2023,2,export_growth,-6.9,percent,World Bank,2023-08-19
934,6,2018,,ecommerce_gmv,997500000.0,USD,Google-Temasek,2019-06-15
935,10,2018,,gdp,27300000000.0,USD,National Statistics,2019-05-02
936,1,2018,,internet_penetration,38.9,percent,ITU,2019-05-04
937,5,2012,,gdp_per_capita,42224,USD,IMF,2013-05-15
938,8,2024,4,fdi_inflow,440900000.0,USD,UNCTAD,2025-03-11
939,3,2011,,gdp_growth,5.0,percent,ADB,2012-06-04
940,8,2023,2,import_growth,10.0,percent,UNCTAD,2023-09-10
941,3,2013,,population,90000000.0,people,UN Population Division,2014-04-07
942,8,2018,,gdp,7300000000.0,USD,World Bank,2019-06-23
943,1,2025,,gdp_growth,4.5,percent,IMF,2026-06-22
944,3,2023,2,import_growth,7.1,percent,WTO,2023-07-24
945,4,2020,1,unemployment,2.4,percent,World Bank,2020-06-09
946,10,2020,2,inflation,1.6,percent,IMF,2020-08-01
947,1,2021,1,import_growth,16.6,percent,World Bank,2021-05-29
948,7,2014,,population,15600000.0,people,UN Population Division,2015-05-04
949,1,2023,4,consumer_confidence,143,index,Mastercard,2024-03-05
950,3,2024,2,consumer_confidence,81,index,Mastercard,2024-08-25
951,8,2013,,population,6700000.0,people,National Statistical Office,2014-06-09
952,2,2021,1,retail_sales_growth,5.8,percent,National Statistics,2021-05-05
953,3,2008,,gdp,91000000000.0,USD,National Statistics,2009-04-29
954,6,2022,1,import_growth,17.5,percent,UNCTAD,2022-05-06
955,6,2024,,population,112800000.0,people,UN Population Division,2025-05-18
956,3,2022,2,inflation,5.4,percent,IMF,2022-08-23
957,7,2020,2,consumer_confidence,69,index,Mastercard,2020-08-05
958,3,2015,,gdp,135100000000.0,USD,ADB,2016-06-08
959,9,2014,,population,53700000.0,people,National Statistical Office,2015-04-16
960,6,2018,,gdp_growth,4.2,percent,World Bank,2019-04-10
961,10,2020,2,retail_sales_growth,6.2,percent,ASEANstats,2020-09-06
962,1,2024,3,consumer_confidence,83,index,Mastercard,2024-10-26
963,6,2022,,population,108900000.0,people,National Statistical Office,2023-06-15
964,7,2020,,ecommerce_gmv,116700000.0,USD,e-Conomy SEA,2021-06-12
965,2,2015,,ecommerce_gmv,2400000000.0,USD,Google-Temasek,2016-04-15
966,10,2013,,gdp_growth,6.2,percent,World Bank,2014-06-10
967,7,2023,3,import_growth,3.3,percent,World Bank,2023-10-29
968,8,2022,1,gdp_growth,4.9,percent,World Bank,2022-06-04
969,1,2020,,ecommerce_gmv,6600000000.0,USD,Bain & Company,2021-06-10
970,2,2024,1,gdp_growth,9.5,percent,IMF,2024-05-20
971,3,2025,3,consumer_confidence,109,index,Conference Board,2025-10-30
972,2,2017,,population,73700000.0,people,World Bank,2018-06-22
973,4,2017,,gdp_per_capita,13335,USD,IMF,2018-06-25
974,1,2023,,population,301200000.0,people,UN Population Division,2024-06-17
975,8,2011,,gdp_per_capita,979,USD,ADB,2012-04-09
976,8,2025,2,retail_sales_growth,5.3,percent,Statista,2025-07-28
977,5,2015,,gdp_per_capita,54344,USD,ADB,2016-05-22
978,8,2021,,gdp_growth,6.1,percent,IMF,2022-06-09
979,8,2019,,gdp_per_capita,1221,USD,World Bank,2020-05-04
980,1,2021,4,inflation,3.0,percent,National Bank,2022-03-12
981,5,2022,3,inflation,2.9,percent,National Bank,2022-11-30
982,2,2022,,gdp_growth,8.2,percent,World Bank,2023-05-21
983,2,2025,1,inflation,3.9,percent,World Bank,2025-05-10
984,8,2024,4,consumer_confidence,91,index,Mastercard,2025-03-03
985,4,2014,,gdp_per_capita,9637,USD,ADB,2015-04-23
986,1,2021,,internet_penetration,60.0,percent,Internet World Stats,2022-06-17
987,3,2020,3,export_growth,-5.6,percent,World Bank,2020-11-03
988,8,2022,,gdp_growth,3.6,percent,IMF,2023-06-18
989,4,2022,4,gdp_growth,5.4,percent,World Bank,2023-02-27
990,3,2017,,gdp_per_capita,1378,USD,World Bank,2018-06-19
991,8,2022,4,fdi_inflow,261300000.0,USD,OECD,2023-01-15
992,7,2019,,gdp_per_capita,1232,USD,World Bank,2020-03-30
993,6,2013,,gdp_growth,5.3,percent,IMF,2014-05-25
994,2,2022,,gdp,525300000000.0,USD,National Statistics,2023-04-08
995,7,2024,3,retail_sales_growth,10.2,percent,Euromonitor,2024-10-23
996,2,2016,,gdp_per_capita,4955,USD,ADB,2017-04-27
997,5,2023,,ecommerce_gmv,6000000000.0,USD,Bain & Company,2024-04-11
998,2,2023,3,fdi_inflow,13000000000.0,USD,OECD,2023-10-21
999,10,2008,,gdp_per_capita,35900,USD,IMF,2009-06-19
1000,9,2010,,internet_penetration,0.9,percent,WeAreSocial,2011-04-10
1001,7,2025,,gdp,29500000000.0,USD,IMF,2026-03-31
1002,1,2024,2,retail_sales_growth,11.0,percent,ASEANstats,2024-07-30
1003,1,2023,1,unemployment,3.6,percent,National Statistics,2023-04-20
1004,4,2018,,gdp_per_capita,11898,USD,ADB,2019-05-20
1005,1,2021,,gdp,1097600000000.0,USD,World Bank,2022-04-29
1006,10,2015,,internet_penetration,88.3,percent,WeAreSocial,2016-06-26
1007,3,2025,4,fdi_inflow,9300000000.0,USD,ASEAN Secretariat,2026-01-20
1008,1,2013,,gdp,684000000000.0,USD,World Bank,2014-05-12
1009,6,2025,1,fdi_inflow,18200000000.0,USD,ASEAN Secretariat,2025-05-06
1010,2,2015,,internet_penetration,31.1,percent,WeAreSocial,2016-06-24
1011,7,2013,,internet_penetration,1.6,percent,GSMA,2014-06-13
1012,6,2013,,population,97900000.0,people,UN Population Division,2014-05-19
1013,6,2008,,gdp,170000000000.0,USD,National Statistics,2009-04-02
1014,8,2015,,gdp,7000000000.0,USD,IMF,2016-06-08
1015,4,2024,4,unemployment,9.6,percent,National Statistics,2025-02-24
1016,1,2022,3,fdi_inflow,54600000000.0,USD,World Bank,2022-12-13
1017,1,2025,,gdp_per_capita,5309,USD,IMF,2026-04-09
1018,7,2022,3,unemployment,3.3,percent,National Statistics,2022-12-14
1019,1,2021,,gdp_growth,5.3,percent,IMF,2022-04-20
1020,9,2022,1,import_growth,-0.9,percent,WTO,2022-05-21
1021,3,2022,,gdp,178200000000.0,USD,World Bank,2023-04-16
1022,3,2021,4,import_growth,-6.8,percent,UNCTAD,2022-02-06
1023,1,2023,,gdp_per_capita,3998,USD,World Bank,2024-05-13
1024,2,2025,4,import_growth,10.9,percent,World Bank,2026-03-06
1025,9,2016,,gdp,56900000000.0,USD,ADB,2017-04-23
1026,7,2023,,population,18100000.0,people,UN Population Division,2024-05-15
1027,10,2020,3,unemployment,4.8,percent,ILO,2020-10-31
1028,8,2021,1,retail_sales_growth,7.7,percent,Euromonitor,2021-05-21
1029,5,2020,4,import_growth,0.8,percent,World Bank,2021-02-14
1030,4,2012,,gdp_growth,4.0,percent,World Bank,2013-04-23
1031,6,2024,2,import_growth,13.5,percent,WTO,2024-07-16
1032,2,2008,,internet_penetration,20.1,percent,ITU,2009-06-15
1033,10,2020,4,import_growth,0.2,percent,World Bank,2021-01-22
1034,2,2025,1,retail_sales_growth,16.9,percent,ASEANstats,2025-05-22
1035,6,2018,,internet_penetration,66.9,percent,ITU,2019-04-30
1036,9,2023,1,export_growth,-7.0,percent,World Bank,2023-06-08
1037,10,2017,,population,427734,people,UN Population Division,2018-06-07
1038,7,2021,1,fdi_inflow,1100000000.0,USD,ASEAN Secretariat,2021-05-30
1039,5,2015,,gdp_growth,6.6,percent,World Bank,2016-05-15
1040,1,2016,,gdp_per_capita,3455,USD,World Bank,2017-05-13
1041,1,2020,4,export_growth,-1.4,percent,UNCTAD,2021-02-25
1042,2,2023,4,retail_sales_growth,6.4,percent,ASEANstats,2024-03-02
1043,3,2008,,gdp_growth,4.2,percent,World Bank,2009-04-01
1044,3,2014,,gdp,115300000000.0,USD,IMF,2015-04-27
1045,8,2012,,internet_penetration,2.8,percent,WeAreSocial,2013-05-10
1046,3,2024,1,retail_sales_growth,12.4,percent,Euromonitor,2024-05-21
1047,1,2011,,ecommerce_gmv,2600000000.0,USD,Bain & Company,2012-06-02
1048,8,2014,,gdp_growth,3.9,percent,World Bank,2015-06-03
1049,1,2021,,population,293300000.0,people,UN Population Division,2022-04-30
1050,3,2022,3,retail_sales_growth,5.1,percent,Euromonitor,2022-12-01
1051,5,2013,,gdp,221100000000.0,USD,World Bank,2014-05-09
1052,1,2025,2,inflation,3.4,percent,IMF,2025-07-18
1053,9,2015,,ecommerce_gmv,11500000.0,USD,Statista,2016-04-08
1054,8,2011,,gdp,6000000000.0,USD,World Bank,2012-04-07
1055,2,2025,3,consumer_confidence,90,index,Mastercard,2025-12-02
1056,7,2008,,gdp_growth,3.7,percent,IMF,2009-06-26
1057,7,2021,1,import_growth,-7.1,percent,WTO,2021-05-31
1058,5,2013,,gdp_growth,3.6,percent,IMF,2014-06-04
1059,3,2018,,gdp,145100000000.0,USD,World Bank,2019-04-05
1060,9,2011,,internet_penetration,1.0,percent,ITU,2012-06-28
1061,10,2025,4,retail_sales_growth,8.5,percent,Euromonitor,2026-02-27
1062,4,2024,4,fdi_inflow,27700000000.0,USD,ASEAN Secretariat,2025-01-19
1063,5,2012,,gdp,233500000000.0,USD,ADB,2013-05-29
1064,5,2015,,ecommerce_gmv,2200000000.0,USD,e-Conomy SEA,2016-06-13
1065,10,2011,,gdp_growth,3.3,percent,ADB,2012-06-03
1066,7,2024,,ecommerce_gmv,146900000.0,USD,Statista,2025-06-09
1067,5,2024,3,fdi_inflow,8000000000.0,USD,UNCTAD,2024-11-04
1068,10,2021,2,gdp_growth,6.2,percent,IMF,2021-08-08
1069,10,2018,,internet_penetration,135.7,percent,ITU,2019-06-26
1070,1,2021,1,inflation,2.2,percent,National Bank,2021-05-28
1071,4,2024,2,fdi_inflow,16000000000.0,USD,UNCTAD,2024-07-24
1072,1,2021,,gdp_per_capita,3775,USD,IMF,2022-05-21
1073,8,2021,3,consumer_confidence,93,index,Mastercard,2021-12-01
1074,3,2012,,gdp_per_capita,1193,USD,IMF,2013-06-04
1075,3,2021,4,retail_sales_growth,4.5,percent,ASEANstats,2022-03-13
1076,1,2020,3,gdp_growth,4.9,percent,IMF,2020-10-19
1077,1,2010,,internet_penetration,12.3,percent,GSMA,2011-05-31
1078,9,2020,4,inflation,2.3,percent,National Bank,2021-02-22
1079,9,2021,2,unemployment,3.4,percent,World Bank,2021-07-17
1080,4,2025,,gdp_per_capita,13239,USD,World Bank,2026-04-02
1081,2,2023,3,unemployment,6.8,percent,World Bank,2023-11-27
1082,10,2012,,internet_penetration,68.4,percent,Internet World Stats,2013-04-10
1083,3,2013,,gdp_per_capita,1215,USD,IMF,2014-04-12
1084,9,2009,,gdp,36300000000.0,USD,IMF,2010-05-12
1085,1,2014,,gdp_growth,6.2,percent,World Bank,2015-05-11
1086,4,2016,,gdp_per_capita,10869,USD,World Bank,2017-04-06
1087,6,2021,,ecommerce_gmv,8400000000.0,USD,Statista,2022-05-04
1088,3,2021,4,unemployment,3.8,percent,ILO,2022-03-08
1089,8,2022,3,unemployment,4.3,percent,World Bank,2022-10-23
1090,3,2015,,gdp_growth,4.0,percent,ADB,2016-04-22
1091,2,2023,,population,92400000.0,people,UN Population Division,2024-04-18
1092,2,2024,4,unemployment,3.4,percent,National Statistics,2025-02-07
1093,1,2025,2,fdi_inflow,54000000000.0,USD,OECD,2025-08-17
1094,7,2016,,internet_penetration,2.6,percent,WeAreSocial,2017-04-14
1095,9,2015,,internet_penetration,1.3,percent,ITU,2016-05-20
1096,3,2017,,gdp,144600000000.0,USD,World Bank,2018-05-22
1097,3,2020,3,gdp_growth,5.1,percent,IMF,2020-11-06
1098,4,2020,,gdp_per_capita,12778,USD,IMF,2021-05-27
1099,9,2022,3,export_growth,-10.3,percent,UNCTAD,2022-11-17
1100,4,2024,4,gdp_growth,6.0,percent,IMF,2025-02-27
1101,4,2019,,internet_penetration,252.2,percent,Internet World Stats,2020-06-13
1102,3,2018,,gdp_per_capita,1318,USD,ADB,2019-06-09
1103,7,2018,,population,15800000.0,people,National Statistical Office,2019-05-20
1104,8,2013,,gdp_growth,5.7,percent,IMF,2014-04-03
1105,10,2025,,gdp,29800000000.0,USD,ADB,2026-05-31
1106,8,2022,2,export_growth,17.5,percent,WTO,2022-07-26
1107,6,2023,2,gdp_growth,5.3,percent,ADB,2023-08-26
1108,9,2022,,ecommerce_gmv,16500000.0,USD,Statista,2023-06-14
1109,3,2019,,population,106200000.0,people,National Statistical Office,2020-06-22
1110,6,2021,1,unemployment,7.6,percent,ILO,2021-05-05
1111,4,2012,,gdp,248200000000.0,USD,ADB,2013-05-05
1112,3,2022,4,import_growth,9.7,percent,UNCTAD,2023-03-13
1113,3,2021,4,consumer_confidence,133,index,National Statistics,2022-02-23
1114,6,2025,2,unemployment,7.0,percent,National Statistics,2025-08-19
1115,7,2021,2,fdi_inflow,234900000.0,USD,World Bank,2021-07-15
1116,3,2023,,ecommerce_gmv,12800000000.0,USD,e-Conomy SEA,2024-04-30
1117,6,2024,1,fdi_inflow,6600000000.0,USD,World Bank,2024-05-07
1118,3,2019,,gdp_per_capita,1992,USD,ADB,2020-06-09
1119,3,2023,,gdp_per_capita,1576,USD,World Bank,2024-06-05
1120,7,2020,4,unemployment,1.8,percent,National Statistics,2021-01-15
1121,8,2023,3,retail_sales_growth,18.1,percent,National Statistics,2023-12-01
1122,8,2016,,population,7100000.0,people,National Statistical Office,2017-04-30
1123,5,2025,,ecommerce_gmv,5500000000.0,USD,e-Conomy SEA,2026-06-21
1124,8,2009,,internet_penetration,2.1,percent,Internet World Stats,2010-04-19
1125,9,2020,3,consumer_confidence,59,index,Conference Board,2020-10-19
1126,10,2020,2,export_growth,2.0,percent,UNCTAD,2020-08-03
1127,3,2023,,internet_penetration,73.9,percent,GSMA,2024-06-20
1128,1,2024,,population,283900000.0,people,National Statistical Office,2025-06-11
1129,1,2021,2,export_growth,20.9,percent,UNCTAD,2021-09-03
1130,9,2025,4,import_growth,8.1,percent,WTO,2026-01-19
1131,4,2012,,population,29800000.0,people,UN Population Division,2013-04-15
1132,4,2020,4,consumer_confidence,88,index,Mastercard,2021-03-15
1133,3,2023,3,inflation,2.2,percent,World Bank,2023-11-30
1134,3,2024,2,import_growth,9.8,percent,WTO,2024-08-13
1135,2,2017,,gdp_growth,6.9,percent,ADB,2018-06-23
1136,7,2021,1,gdp_growth,7.0,percent,ADB,2021-05-31
1137,4,2020,2,fdi_inflow,10400000000.0,USD,ASEAN Secretariat,2020-08-18
1138,9,2024,1,retail_sales_growth,13.8,percent,National Statistics,2024-05-21
1139,5,2024,3,retail_sales_growth,16.4,percent,ASEANstats,2024-11-06
1140,9,2025,,internet_penetration,3.3,percent,ITU,2026-05-17
1141,4,2020,,gdp,478200000000.0,USD,IMF,2021-04-11
1142,7,2025,4,export_growth,-6.4,percent,WTO,2026-01-16
1143,7,2016,,gdp_growth,3.4,percent,IMF,2017-06-05
1144,10,2025,3,retail_sales_growth,12.6,percent,Statista,2025-11-30
1145,7,2024,2,retail_sales_growth,4.0,percent,Euromonitor,2024-09-03
1146,3,2012,,gdp_growth,3.8,percent,ADB,2013-05-23
1147,9,2022,,gdp_growth,7.1,percent,IMF,2023-06-24
1148,1,2022,,gdp_per_capita,3738,USD,IMF,2023-04-26
1149,1,2009,,gdp_per_capita,2343,USD,World Bank,2010-06-20
1150,2,2025,,internet_penetration,79.2,percent,WeAreSocial,2026-04-12
1151,1,2015,,gdp,721800000000.0,USD,IMF,2016-05-09
1152,9,2025,3,consumer_confidence,135,index,Conference Board,2025-10-18
1153,9,2013,,gdp_growth,3.6,percent,World Bank,2014-05-31
1154,7,2022,3,inflation,3.0,percent,National Bank,2022-11-14
1155,3,2020,2,inflation,1.8,percent,National Bank,2020-07-23
1156,4,2021,4,consumer_confidence,86,index,Mastercard,2022-01-16
1157,7,2023,,internet_penetration,7.5,percent,GSMA,2024-04-22
1158,2,2018,,population,83300000.0,people,National Statistical Office,2019-06-21
1159,2,2024,1,inflation,6.0,percent,World Bank,2024-05-21
1160,6,2014,,internet_penetration,39.8,percent,ITU,2015-04-09
1161,2,2022,4,retail_sales_growth,10.0,percent,ASEANstats,2023-02-14
1162,4,2016,,gdp_growth,5.4,percent,ADB,2017-05-20
1163,3,2022,2,unemployment,7.0,percent,World Bank,2022-08-31
1164,10,2017,,gdp,19000000000.0,USD,World Bank,2018-05-20
1165,4,2019,,gdp,382900000000.0,USD,World Bank,2020-05-12
1166,6,2011,,population,93300000.0,people,UN Population Division,2012-06-14
1167,6,2021,4,gdp_growth,6.2,percent,IMF,2022-02-25
1168,9,2016,,population,58000000.0,people,National Statistical Office,2017-06-20
1169,2,2025,,population,89300000.0,people,National Statistical Office,2026-04-28
1170,3,2025,2,export_growth,16.5,percent,WTO,2025-09-03
1171,5,2009,,internet_penetration,72.2,percent,WeAreSocial,2010-06-17
1172,1,2023,1,export_growth,2.4,percent,WTO,2023-04-19
1173,5,2025,1,consumer_confidence,96,index,Mastercard,2025-06-10
1174,1,2013,,population,247400000.0,people,UN Population Division,2014-06-05
1175,2,2010,,gdp_per_capita,4526,USD,ADB,2011-04-29
1176,4,2010,,ecommerce_gmv,870600000.0,USD,e-Conomy SEA,2011-04-14
1177,9,2021,4,gdp_growth,9.2,percent,ADB,2022-01-17
1178,3,2025,,gdp_growth,6.1,percent,World Bank,2026-05-29
1179,2,2012,,gdp,334800000000.0,USD,IMF,2013-04-01
1180,1,2012,,population,251600000.0,people,UN Population Division,2013-06-19
1181,7,2025,1,export_growth,18.8,percent,World Bank,2025-06-05
1182,8,2022,1,export_growth,13.9,percent,WTO,2022-04-22
1183,7,2019,,population,15800000.0,people,National Statistical Office,2020-04-15
1184,6,2008,,gdp_growth,5.6,percent,IMF,2009-05-15
1185,9,2024,4,fdi_inflow,3100000000.0,USD,UNCTAD,2025-01-15
1186,4,2020,,population,33000000.0,people,National Statistical Office,2021-04-26
1187,3,2010,,gdp_growth,4.5,percent,ADB,2011-05-12
1188,4,2020,4,fdi_inflow,16100000000.0,USD,World Bank,2021-03-12
1189,4,2021,3,retail_sales_growth,8.9,percent,Statista,2021-10-18
1190,8,2023,,gdp_growth,4.5,percent,World Bank,2024-06-12
